ID дистрибьютора;Дата;Код продукта дистрибьютора;Количество;Сумма в закупочных ценах;
17;02.06.2023;ЛЦ0010967;1185;59072,25;
17;02.06.2023;ЛЦ0011312;0;0;
17;02.06.2023;ЛЦ0006403;50;3900;
17;02.06.2023;ЛУ0012000;40;3141,99;
17;02.06.2023;ЛУ0000649;0;0;
17;02.06.2023;ЛЦ0010981;0;0;
17;02.06.2023;ЛЦ0011118;0;0;
17;02.06.2023;ЛУ0000117;0;0;
17;02.06.2023;ЛЦ0003980;170;26392,51;
17;02.06.2023;ЛЦ0010842;0;0;
17;02.06.2023;ЛЦ0007894;127;23368;
17;02.06.2023;ЛУ0000011;2,5;460;
17;02.06.2023;ЛЦ0010462;0;0;
17;02.06.2023;ЛЦ0011122;0;0;
17;02.06.2023;ЛЦ0002218;40;4690,5;
17;02.06.2023;ЛУ0000005;0;0;
17;02.06.2023;ЛУ0000248;0;0;
17;02.06.2023;ЛЦ0010461;14,1;2594,4;
17;02.06.2023;ЛЦ0011013;0;0;
17;02.06.2023;ЛЦ0011119;0;0;
17;03.06.2023;ЛЦ0009360;0;0;
17;03.06.2023;ЛЦ0009004;0;0;
17;03.06.2023;ЛЦ0011346;0;0;
17;03.06.2023;ЛЦ0006625;40;3848;
17;03.06.2023;ЛЦ0010449;0;0;
17;03.06.2023;ЛЦ0009155;0;0;
17;03.06.2023;ЛЦ0011381;150;8625;
17;03.06.2023;ЛУ0012010;0;0;
17;03.06.2023;ЛЦ0011136;0;0;
17;03.06.2023;ЛЦ0006626;0;0;
17;03.06.2023;ЛЦ0010625;0;0;
17;03.06.2023;ЛЦ0010787;0;0;
17;03.06.2023;ЛЦ0002292;0;0;
17;03.06.2023;ЛЦ0007401;40;2664;
17;03.06.2023;ЛЦ0011120;0;0;
17;03.06.2023;ЛЦ0004199;0;0;
17;03.06.2023;ЛЦ0011382;150;10250;
17;03.06.2023;ЛУ0000025;0;0;
17;03.06.2023;ЛУ0000044;50;2085,01;
17;03.06.2023;ЛЦ0003862;40;3530;
17;03.06.2023;ЛЦ0009247;0;0;
17;03.06.2023;ЛЦ0005445;0;0;
17;03.06.2023;ЛЦ0010418;0;0;
17;03.06.2023;ЛЦ0010706;0;0;
17;03.06.2023;ЛЦ0006627;0;0;
17;03.06.2023;ЛЦ0010460;146;584;
17;03.06.2023;ЛЦ0006108;183,5;32204,25;
17;03.06.2023;ЛЦ0011001;0;0;
17;03.06.2023;ЛЦ0011121;0;0;
17;03.06.2023;ЛЦ0005798;0;0;
17;03.06.2023;ЛУ0000026;69;6348;
17;03.06.2023;ЛЦ0011383;150;15625;
17;03.06.2023;ЛЦ0002663;40;4328;
17;03.06.2023;ЛУ0000045;96;9110,4;
17;03.06.2023;ЛУ0009210;0;0;
17;03.06.2023;ЛЦ0003863;103;7992,8;
17;03.06.2023;ЛЦ0011441;0;0;
17;03.06.2023;ЛЦ0009357;0;0;
17;03.06.2023;ЛЦ0011301;720;37235;
17;03.06.2023;ЛЦ0005548;0;0;
17;03.06.2023;ЛУ0007470;0;0;
17;03.06.2023;ЛЦ0011384;600;22500;
17;03.06.2023;ЛУ0000027;0;0;
17;03.06.2023;ЛУ0000046;0;0;
17;03.06.2023;ЛЦ0003864;35;2772;
17;03.06.2023;ЛЦ0010823;0;0;
17;03.06.2023;ЛЦ0009358;218;18,16;
17;03.06.2023;ЛУ0000003;210;10195,5;
17;03.06.2023;ЛУ0012020;257;14456,25;
17;03.06.2023;ЛЦ0011353;300;25;
17;03.06.2023;ЛЦ0002289;0;0;
17;03.06.2023;ЛУ0000246;0;0;
17;03.06.2023;ЛУ0000047;0;0;
17;03.06.2023;ЛЦ0004202;0;0;
17;03.06.2023;ЛЦ0011117;0;0;
17;03.06.2023;ЛЦ0004684;1765,8;115659,9;
17;03.06.2023;ЛЦ0005103;2220;12210;
17;03.06.2023;ЛЦ0010356;30;2760;
17;03.06.2023;ЛЦ0010824;0;0;
17;03.06.2023;ЛЦ0011313;0;0;
17;03.06.2023;ЛЦ0010682;330;16780,5;
17;03.06.2023;ЛЦ0009359;0;0;
17;03.06.2023;ЛЦ0011361;100;8,33;
17;03.06.2023;ЛУ0000018;274;18536,1;
17;03.06.2023;ЛЦ0007893;2630;14465;
17;03.06.2023;ЛЦ0010967;1185;59072,25;
17;03.06.2023;ЛЦ0011312;0;0;
17;03.06.2023;ЛЦ0006403;50;3900;
17;03.06.2023;ЛУ0012000;40;3141,99;
17;03.06.2023;ЛУ0000649;0;0;
17;03.06.2023;ЛЦ0010981;0;0;
17;03.06.2023;ЛЦ0011118;0;0;
17;03.06.2023;ЛУ0000117;0;0;
17;03.06.2023;ЛЦ0003980;170;26392,51;
17;03.06.2023;ЛЦ0010842;0;0;
17;03.06.2023;ЛЦ0007894;127;23368;
17;03.06.2023;ЛУ0000011;2,5;460;
17;03.06.2023;ЛЦ0010462;0;0;
17;03.06.2023;ЛЦ0011122;0;0;
17;03.06.2023;ЛЦ0002218;40;4690,5;
17;03.06.2023;ЛУ0000005;0;0;
17;03.06.2023;ЛУ0000248;0;0;
17;03.06.2023;ЛЦ0010461;14,1;2594,4;
17;03.06.2023;ЛЦ0011013;0;0;
17;03.06.2023;ЛЦ0011119;0;0;
17;03.06.2023;ЛЦ0006613;40;2974;
17;03.06.2023;ЛЦ0009003;0;0;
17;03.06.2023;ЛЦ0008631;89,712;6461,4;
17;03.06.2023;ЛЦ0010463;0;0;
17;03.06.2023;ЛЦ0011135;0;0;
17;03.06.2023;ЛЦ0011243;735;25210,05;
17;03.06.2023;ЛЦ0010448;0;0;
17;03.06.2023;ЛУ0000006;0;0;
17;03.06.2023;ЛЦ0005388;288;14472;
17;03.06.2023;ЛЦ0011477;0;0;
17;03.06.2023;ЛЦ0011014;0;0;
17;03.06.2023;ЛЦ0011455;10;875;
17;04.06.2023;ЛУ0012010;0;0;
17;04.06.2023;ЛЦ0011136;0;0;
17;04.06.2023;ЛЦ0006626;0;0;
17;04.06.2023;ЛЦ0010625;0;0;
17;04.06.2023;ЛЦ0010787;0;0;
17;04.06.2023;ЛЦ0002292;0;0;
17;04.06.2023;ЛЦ0007401;40;2664;
17;04.06.2023;ЛЦ0011120;0;0;
17;04.06.2023;ЛЦ0004199;0;0;
17;04.06.2023;ЛЦ0011382;150;10250;
17;04.06.2023;ЛУ0000025;0;0;
17;04.06.2023;ЛУ0000044;50;2085,01;
17;04.06.2023;ЛЦ0003862;40;3530;
17;04.06.2023;ЛЦ0009247;0;0;
17;04.06.2023;ЛЦ0005445;0;0;
17;04.06.2023;ЛЦ0010418;0;0;
17;04.06.2023;ЛЦ0010706;0;0;
17;04.06.2023;ЛЦ0006627;0;0;
17;04.06.2023;ЛЦ0010460;146;584;
17;04.06.2023;ЛЦ0006108;183,5;32204,25;
17;04.06.2023;ЛЦ0011001;0;0;
17;04.06.2023;ЛЦ0011121;0;0;
17;04.06.2023;ЛЦ0005798;0;0;
17;04.06.2023;ЛУ0000026;69;6348;
17;04.06.2023;ЛЦ0011383;150;15625;
17;04.06.2023;ЛЦ0002663;40;4328;
17;04.06.2023;ЛУ0000045;96;9110,4;
17;04.06.2023;ЛУ0009210;0;0;
17;04.06.2023;ЛЦ0003863;103;7992,8;
17;04.06.2023;ЛЦ0011441;0;0;
17;04.06.2023;ЛЦ0009357;0;0;
17;04.06.2023;ЛЦ0011301;720;37235;
17;04.06.2023;ЛЦ0005548;0;0;
17;04.06.2023;ЛУ0007470;0;0;
17;04.06.2023;ЛЦ0011384;600;22500;
17;04.06.2023;ЛУ0000027;0;0;
17;04.06.2023;ЛУ0000046;0;0;
17;04.06.2023;ЛЦ0003864;35;2772;
17;04.06.2023;ЛЦ0010823;0;0;
17;04.06.2023;ЛЦ0009358;218;18,16;
17;04.06.2023;ЛУ0000003;210;10195,5;
17;04.06.2023;ЛУ0012020;257;14456,25;
17;04.06.2023;ЛЦ0011353;300;25;
17;04.06.2023;ЛЦ0002289;0;0;
17;04.06.2023;ЛУ0000246;0;0;
17;04.06.2023;ЛУ0000047;0;0;
17;04.06.2023;ЛЦ0004202;0;0;
17;04.06.2023;ЛЦ0011117;0;0;
17;04.06.2023;ЛЦ0004684;1765,8;115659,9;
17;04.06.2023;ЛЦ0005103;2220;12210;
17;04.06.2023;ЛЦ0010356;30;2760;
17;04.06.2023;ЛЦ0010824;0;0;
17;04.06.2023;ЛЦ0011313;0;0;
17;04.06.2023;ЛЦ0010682;330;16780,5;
17;04.06.2023;ЛЦ0009359;0;0;
17;04.06.2023;ЛЦ0011361;100;8,33;
17;04.06.2023;ЛУ0000018;274;18536,1;
17;04.06.2023;ЛЦ0007893;2630;14465;
17;04.06.2023;ЛЦ0010967;1185;59072,25;
17;04.06.2023;ЛЦ0011312;0;0;
17;04.06.2023;ЛЦ0006403;50;3900;
17;04.06.2023;ЛУ0012000;40;3141,99;
17;04.06.2023;ЛУ0000649;0;0;
17;04.06.2023;ЛЦ0010981;0;0;
17;04.06.2023;ЛЦ0011118;0;0;
17;04.06.2023;ЛУ0000117;0;0;
17;04.06.2023;ЛЦ0003980;170;26392,51;
17;04.06.2023;ЛЦ0010842;0;0;
17;04.06.2023;ЛЦ0007894;127;23368;
17;04.06.2023;ЛУ0000011;2,5;460;
17;04.06.2023;ЛЦ0010462;0;0;
17;04.06.2023;ЛЦ0011122;0;0;
17;04.06.2023;ЛЦ0002218;40;4690,5;
17;04.06.2023;ЛУ0000005;0;0;
17;04.06.2023;ЛУ0000248;0;0;
17;04.06.2023;ЛЦ0010461;14,1;2594,4;
17;04.06.2023;ЛЦ0011013;0;0;
17;04.06.2023;ЛЦ0011119;0;0;
17;04.06.2023;ЛЦ0006613;40;2974;
17;04.06.2023;ЛЦ0009003;0;0;
17;04.06.2023;ЛЦ0008631;89,712;6461,4;
17;04.06.2023;ЛЦ0010463;0;0;
17;04.06.2023;ЛЦ0011135;0;0;
17;04.06.2023;ЛЦ0011243;735;25210,05;
17;04.06.2023;ЛЦ0010448;0;0;
17;04.06.2023;ЛУ0000006;0;0;
17;04.06.2023;ЛЦ0005388;288;14472;
17;04.06.2023;ЛЦ0011477;0;0;
17;04.06.2023;ЛЦ0011014;0;0;
17;04.06.2023;ЛЦ0011455;10;875;
17;04.06.2023;ЛЦ0009360;0;0;
17;04.06.2023;ЛЦ0009004;0;0;
17;04.06.2023;ЛЦ0011346;0;0;
17;04.06.2023;ЛЦ0006625;40;3848;
17;04.06.2023;ЛЦ0010449;0;0;
17;04.06.2023;ЛЦ0009155;0;0;
17;04.06.2023;ЛЦ0011381;150;8625;
17;05.06.2023;ЛЦ0003862;60;5295;
17;05.06.2023;ЛЦ0009247;0;0;
17;05.06.2023;ЛЦ0005445;0;0;
17;05.06.2023;ЛЦ0010418;0;0;
17;05.06.2023;ЛЦ0010706;0;0;
17;05.06.2023;ЛЦ0006627;0;0;
17;05.06.2023;ЛЦ0010460;146;584;
17;05.06.2023;ЛЦ0006108;2083,5;365654,25;
17;05.06.2023;ЛЦ0011001;0;0;
17;05.06.2023;ЛЦ0011121;0;0;
17;05.06.2023;ЛЦ0005798;0;0;
17;05.06.2023;ЛУ0000026;149;13708;
17;05.06.2023;ЛЦ0011383;150;15625;
17;05.06.2023;ЛЦ0002663;70;7574;
17;05.06.2023;ЛУ0000045;146;13855,4;
17;05.06.2023;ЛУ0009210;0;0;
17;05.06.2023;ЛЦ0003863;283;21960,8;
17;05.06.2023;ЛЦ0011441;0;0;
17;05.06.2023;ЛЦ0009357;0;0;
17;05.06.2023;ЛЦ0011301;720;37235;
17;05.06.2023;ЛЦ0005548;0;0;
17;05.06.2023;ЛУ0007470;0;0;
17;05.06.2023;ЛЦ0011384;600;22500;
17;05.06.2023;ЛУ0000027;0;0;
17;05.06.2023;ЛУ0000046;0;0;
17;05.06.2023;ЛЦ0003864;35;2772;
17;05.06.2023;ЛЦ0010823;0;0;
17;05.06.2023;ЛЦ0009358;1682;140,16;
17;05.06.2023;ЛУ0000003;678;32916,9;
17;05.06.2023;ЛУ0012020;257;14456,25;
17;05.06.2023;ЛЦ0011353;300;25;
17;05.06.2023;ЛЦ0002289;0;0;
17;05.06.2023;ЛУ0000246;0;0;
17;05.06.2023;ЛУ0000047;80;9556;
17;05.06.2023;ЛЦ0004202;0;0;
17;05.06.2023;ЛЦ0011117;0;0;
17;05.06.2023;ЛЦ0004684;2384,1;156158,55;
17;05.06.2023;ЛЦ0005103;4740;26070;
17;05.06.2023;ЛЦ0010356;30;2760;
17;05.06.2023;ЛЦ0010824;0;0;
17;05.06.2023;ЛЦ0011313;0;0;
17;05.06.2023;ЛЦ0010682;855;43476,75;
17;05.06.2023;ЛЦ0009359;0;0;
17;05.06.2023;ЛЦ0011361;100;8,33;
17;05.06.2023;ЛУ0000018;354;23948,1;
17;05.06.2023;ЛЦ0007893;2630;14465;
17;05.06.2023;ЛЦ0010967;1180;58823;
17;05.06.2023;ЛЦ0011312;0;0;
17;05.06.2023;ЛЦ0006403;50;3900;
17;05.06.2023;ЛУ0012000;40;3141,99;
17;05.06.2023;ЛУ0000649;0;0;
17;05.06.2023;ЛЦ0010981;0;0;
17;05.06.2023;ЛЦ0011118;0;0;
17;05.06.2023;ЛУ0000117;0;0;
17;05.06.2023;ЛЦ0003980;170;26392,51;
17;05.06.2023;ЛЦ0010842;0;0;
17;05.06.2023;ЛЦ0007894;127;23368;
17;05.06.2023;ЛУ0000011;302,5;55660;
17;05.06.2023;ЛЦ0010462;0;0;
17;05.06.2023;ЛЦ0011122;0;0;
17;05.06.2023;ЛЦ0002218;40;4690,5;
17;05.06.2023;ЛУ0000005;108;5810,4;
17;05.06.2023;ЛУ0000248;0;0;
17;05.06.2023;ЛЦ0010461;14,1;2594,4;
17;05.06.2023;ЛЦ0011013;0;0;
17;05.06.2023;ЛЦ0011119;0;0;
17;05.06.2023;ЛЦ0006613;140;10409;
17;05.06.2023;ЛЦ0009003;0;0;
17;05.06.2023;ЛЦ0008631;132,048;9510,6;
17;05.06.2023;ЛЦ0010463;0;0;
17;05.06.2023;ЛЦ0011135;0;0;
17;05.06.2023;ЛЦ0011243;255;8818,05;
17;05.06.2023;ЛЦ0010448;0;0;
17;05.06.2023;ЛУ0000006;0;0;
17;05.06.2023;ЛЦ0005388;348;17487;
17;05.06.2023;ЛЦ0011477;0;0;
17;05.06.2023;ЛЦ0011014;0;0;
17;05.06.2023;ЛЦ0011455;10;875;
17;05.06.2023;ЛЦ0009360;0;0;
17;05.06.2023;ЛЦ0009004;0;0;
17;05.06.2023;ЛЦ0011346;0;0;
17;05.06.2023;ЛЦ0006625;40;3848;
17;05.06.2023;ЛЦ0010449;0;0;
17;05.06.2023;ЛЦ0009155;0;0;
17;05.06.2023;ЛЦ0011381;150;8625;
17;05.06.2023;ЛУ0012010;0;0;
17;05.06.2023;ЛЦ0011136;0;0;
17;05.06.2023;ЛЦ0006626;0;0;
17;05.06.2023;ЛЦ0010625;0;0;
17;05.06.2023;ЛЦ0010787;0;0;
17;05.06.2023;ЛЦ0002292;0;0;
17;05.06.2023;ЛЦ0007401;40;2664;
17;05.06.2023;ЛЦ0011120;0;0;
17;05.06.2023;ЛЦ0004199;9228;315136,2;
17;05.06.2023;ЛЦ0011382;150;10250;
17;05.06.2023;ЛУ0000025;0;0;
17;05.06.2023;ЛУ0000044;80;3336,01;
17;06.06.2023;ЛЦ0009357;0;0;
17;06.06.2023;ЛЦ0011301;720;37235;
17;06.06.2023;ЛЦ0005548;0;0;
17;06.06.2023;ЛУ0007470;0;0;
17;06.06.2023;ЛЦ0011384;600;22500;
17;06.06.2023;ЛУ0000027;0;0;
17;06.06.2023;ЛУ0000046;0;0;
17;06.06.2023;ЛЦ0003864;35;2772;
17;06.06.2023;ЛЦ0010823;0;0;
17;06.06.2023;ЛЦ0009358;944;78,67;
17;06.06.2023;ЛУ0000003;678;32916,9;
17;06.06.2023;ЛУ0012020;257;14456,25;
17;06.06.2023;ЛЦ0011353;300;25;
17;06.06.2023;ЛЦ0002289;0;0;
17;06.06.2023;ЛУ0000246;0;0;
17;06.06.2023;ЛУ0000047;75;8958,75;
17;06.06.2023;ЛЦ0004202;0;0;
17;06.06.2023;ЛЦ0011117;0;0;
17;06.06.2023;ЛЦ0004684;1657,8;108585,9;
17;06.06.2023;ЛЦ0005103;3720;20460;
17;06.06.2023;ЛЦ0010356;30;2760;
17;06.06.2023;ЛЦ0010824;0;0;
17;06.06.2023;ЛЦ0011313;0;0;
17;06.06.2023;ЛЦ0010682;660;33561;
17;06.06.2023;ЛЦ0009359;0;0;
17;06.06.2023;ЛЦ0011361;100;8,33;
17;06.06.2023;ЛУ0000018;314;21242,1;
17;06.06.2023;ЛЦ0007893;2630;14465;
17;06.06.2023;ЛЦ0010967;1130;56330,5;
17;06.06.2023;ЛЦ0011312;0;0;
17;06.06.2023;ЛЦ0006403;30;2340;
17;06.06.2023;ЛУ0012000;40;3141,99;
17;06.06.2023;ЛУ0000649;0;0;
17;06.06.2023;ЛЦ0010981;0;0;
17;06.06.2023;ЛЦ0011118;0;0;
17;06.06.2023;ЛУ0000117;0;0;
17;06.06.2023;ЛЦ0003980;50;7762,51;
17;06.06.2023;ЛЦ0010842;0;0;
17;06.06.2023;ЛЦ0007894;127;23368;
17;06.06.2023;ЛУ0000011;242,5;44620;
17;06.06.2023;ЛЦ0010462;0;0;
17;06.06.2023;ЛЦ0011122;0;0;
17;06.06.2023;ЛЦ0002218;40;4690,5;
17;06.06.2023;ЛУ0000005;36;1936,8;
17;06.06.2023;ЛУ0000248;0;0;
17;06.06.2023;ЛЦ0010461;14,1;2594,4;
17;06.06.2023;ЛЦ0011013;0;0;
17;06.06.2023;ЛЦ0011119;0;0;
17;06.06.2023;ЛЦ0006613;140;10409;
17;06.06.2023;ЛЦ0009003;0;0;
17;06.06.2023;ЛЦ0008631;107,856;7768,2;
17;06.06.2023;ЛЦ0010463;0;0;
17;06.06.2023;ЛЦ0011135;0;0;
17;06.06.2023;ЛЦ0011243;0;109,8;
17;06.06.2023;ЛЦ0010448;0;0;
17;06.06.2023;ЛУ0000006;0;0;
17;06.06.2023;ЛЦ0005388;288;14472;
17;06.06.2023;ЛЦ0011477;0;0;
17;06.06.2023;ЛЦ0011014;0;0;
17;06.06.2023;ЛЦ0011455;10;875;
17;06.06.2023;ЛЦ0009360;0;0;
17;06.06.2023;ЛЦ0009004;0;0;
17;06.06.2023;ЛЦ0011346;0;0;
17;06.06.2023;ЛЦ0006625;40;3848;
17;06.06.2023;ЛЦ0010449;0;0;
17;06.06.2023;ЛЦ0009155;0;0;
17;06.06.2023;ЛЦ0011381;150;8625;
17;06.06.2023;ЛУ0012010;0;0;
17;06.06.2023;ЛЦ0011136;0;0;
17;06.06.2023;ЛЦ0006626;0;0;
17;06.06.2023;ЛЦ0010625;0;0;
17;06.06.2023;ЛЦ0010787;0;0;
17;06.06.2023;ЛЦ0002292;0;0;
17;06.06.2023;ЛЦ0007401;40;2664;
17;06.06.2023;ЛЦ0011120;0;0;
17;06.06.2023;ЛЦ0004199;3822;130521,3;
17;06.06.2023;ЛЦ0011382;150;10250;
17;06.06.2023;ЛУ0000025;0;0;
17;06.06.2023;ЛУ0000044;70;2919,01;
17;06.06.2023;ЛЦ0003862;50;4412,5;
17;06.06.2023;ЛЦ0009247;0;0;
17;06.06.2023;ЛЦ0005445;0;0;
17;06.06.2023;ЛЦ0010418;0;0;
17;06.06.2023;ЛЦ0010706;0;0;
17;06.06.2023;ЛЦ0006627;0;0;
17;06.06.2023;ЛЦ0010460;146;584;
17;06.06.2023;ЛЦ0006108;2080;365040;
17;06.06.2023;ЛЦ0011001;0;0;
17;06.06.2023;ЛЦ0011121;0;0;
17;06.06.2023;ЛЦ0005798;0;0;
17;06.06.2023;ЛУ0000026;129;11868;
17;06.06.2023;ЛЦ0011383;150;15625;
17;06.06.2023;ЛЦ0002663;60;6492;
17;06.06.2023;ЛУ0000045;146;13855,4;
17;06.06.2023;ЛУ0009210;0;0;
17;06.06.2023;ЛЦ0003863;273;21184,8;
17;06.06.2023;ЛЦ0011441;0;0;
17;07.06.2023;ЛЦ0009358;2492;207,67;
17;07.06.2023;ЛУ0000003;1290;62629,5;
17;07.06.2023;ЛУ0012020;107;6018,75;
17;07.06.2023;ЛЦ0011353;0;0;
17;07.06.2023;ЛЦ0002289;0;0;
17;07.06.2023;ЛУ0000246;0;0;
17;07.06.2023;ЛУ0000047;65;7764,25;
17;07.06.2023;ЛЦ0004202;0;0;
17;07.06.2023;ЛЦ0011117;0;0;
17;07.06.2023;ЛЦ0004684;3323,7;217702,35;
17;07.06.2023;ЛЦ0005103;2820;15510;
17;07.06.2023;ЛЦ0010356;30;2760;
17;07.06.2023;ЛЦ0010824;0;0;
17;07.06.2023;ЛЦ0011313;0;0;
17;07.06.2023;ЛЦ0010682;890;45256,5;
17;07.06.2023;ЛЦ0009359;0;0;
17;07.06.2023;ЛЦ0011361;100;8,33;
17;07.06.2023;ЛУ0000018;314;21242,1;
17;07.06.2023;ЛЦ0007893;2630;14465;
17;07.06.2023;ЛЦ0010967;1080;53838;
17;07.06.2023;ЛЦ0011312;0;0;
17;07.06.2023;ЛЦ0006403;30;2340;
17;07.06.2023;ЛУ0012000;40;3141,99;
17;07.06.2023;ЛУ0000649;0;0;
17;07.06.2023;ЛЦ0010981;0;0;
17;07.06.2023;ЛЦ0011118;0;0;
17;07.06.2023;ЛУ0000117;0;0;
17;07.06.2023;ЛЦ0003980;250;38812,51;
17;07.06.2023;ЛЦ0010842;0;0;
17;07.06.2023;ЛЦ0007894;127;23368;
17;07.06.2023;ЛУ0000011;11,5;2116;
17;07.06.2023;ЛЦ0010462;0;0;
17;07.06.2023;ЛЦ0011122;0;0;
17;07.06.2023;ЛЦ0002218;40;4690,5;
17;07.06.2023;ЛУ0000005;132;7101,6;
17;07.06.2023;ЛУ0000248;0;0;
17;07.06.2023;ЛЦ0010461;14,1;2594,4;
17;07.06.2023;ЛЦ0011013;0;0;
17;07.06.2023;ЛЦ0011119;0;0;
17;07.06.2023;ЛЦ0006613;140;10409;
17;07.06.2023;ЛЦ0009003;0;0;
17;07.06.2023;ЛЦ0008631;98,784;7114,8;
17;07.06.2023;ЛЦ0010463;0;0;
17;07.06.2023;ЛЦ0011135;0;0;
17;07.06.2023;ЛЦ0011243;0;109,8;
17;07.06.2023;ЛЦ0010448;0;0;
17;07.06.2023;ЛУ0000006;0;0;
17;07.06.2023;ЛЦ0005388;156;7839;
17;07.06.2023;ЛЦ0011477;0;0;
17;07.06.2023;ЛЦ0011014;0;0;
17;07.06.2023;ЛЦ0011455;10;875;
17;07.06.2023;ЛЦ0009360;0;0;
17;07.06.2023;ЛЦ0009004;0;0;
17;07.06.2023;ЛЦ0011346;0;0;
17;07.06.2023;ЛЦ0006625;40;3848;
17;07.06.2023;ЛЦ0010449;0;0;
17;07.06.2023;ЛЦ0009155;0;0;
17;07.06.2023;ЛЦ0011381;150;8625;
17;07.06.2023;ЛУ0012010;0;0;
17;07.06.2023;ЛЦ0011136;0;0;
17;07.06.2023;ЛЦ0006626;0;0;
17;07.06.2023;ЛЦ0010625;0;0;
17;07.06.2023;ЛЦ0010787;0;0;
17;07.06.2023;ЛЦ0002292;0;0;
17;07.06.2023;ЛЦ0007401;50;3330;
17;07.06.2023;ЛЦ0011120;0;0;
17;07.06.2023;ЛЦ0004199;12616;430836,4;
17;07.06.2023;ЛЦ0011382;150;10250;
17;07.06.2023;ЛУ0000025;0;0;
17;07.06.2023;ЛУ0000044;70;2919,01;
17;07.06.2023;ЛЦ0003862;40;3530;
17;07.06.2023;ЛЦ0009247;0;0;
17;07.06.2023;ЛЦ0005445;0;0;
17;07.06.2023;ЛЦ0010418;0;0;
17;07.06.2023;ЛЦ0010706;0;0;
17;07.06.2023;ЛЦ0006627;0;0;
17;07.06.2023;ЛЦ0010460;146;584;
17;07.06.2023;ЛЦ0006108;2080;365040;
17;07.06.2023;ЛЦ0011001;0;0;
17;07.06.2023;ЛЦ0011121;0;0;
17;07.06.2023;ЛЦ0005798;0;0;
17;07.06.2023;ЛУ0000026;97;8924;
17;07.06.2023;ЛЦ0011383;150;15625;
17;07.06.2023;ЛЦ0002663;260;28132;
17;07.06.2023;ЛУ0000045;136;12906,4;
17;07.06.2023;ЛУ0009210;0;0;
17;07.06.2023;ЛЦ0003863;353;27392,8;
17;07.06.2023;ЛЦ0011441;0;0;
17;07.06.2023;ЛЦ0009357;0;0;
17;07.06.2023;ЛЦ0011301;720;37235;
17;07.06.2023;ЛЦ0005548;0;0;
17;07.06.2023;ЛУ0007470;0;0;
17;07.06.2023;ЛЦ0011384;600;22500;
17;07.06.2023;ЛУ0000027;0;0;
17;07.06.2023;ЛУ0000046;0;0;
17;07.06.2023;ЛЦ0003864;55;4356;
17;07.06.2023;ЛЦ0010823;0;0;
17;08.06.2023;ЛЦ0011313;0;0;
17;08.06.2023;ЛЦ0010682;565;28730,25;
17;08.06.2023;ЛЦ0009359;0;0;
17;08.06.2023;ЛЦ0011361;100;8,33;
17;08.06.2023;ЛУ0000018;254;17183,1;
17;08.06.2023;ЛЦ0007893;2630;14465;
17;08.06.2023;ЛЦ0010967;1080;53838;
17;08.06.2023;ЛЦ0011312;0;0;
17;08.06.2023;ЛЦ0006403;30;2340;
17;08.06.2023;ЛУ0012000;40;3141,99;
17;08.06.2023;ЛУ0000649;0;0;
17;08.06.2023;ЛЦ0010981;0;0;
17;08.06.2023;ЛЦ0011118;0;0;
17;08.06.2023;ЛУ0000117;0;0;
17;08.06.2023;ЛЦ0003980;250;38812,51;
17;08.06.2023;ЛЦ0010842;0;0;
17;08.06.2023;ЛЦ0007894;127;23368;
17;08.06.2023;ЛУ0000011;2,5;460;
17;08.06.2023;ЛЦ0010462;0;0;
17;08.06.2023;ЛЦ0011122;0;0;
17;08.06.2023;ЛЦ0002218;40;4690,5;
17;08.06.2023;ЛУ0000005;120;6456;
17;08.06.2023;ЛУ0000248;0;0;
17;08.06.2023;ЛЦ0010461;14,1;2594,4;
17;08.06.2023;ЛЦ0011013;0;0;
17;08.06.2023;ЛЦ0011119;0;0;
17;08.06.2023;ЛЦ0006613;120;8922;
17;08.06.2023;ЛЦ0009003;0;0;
17;08.06.2023;ЛЦ0008631;83,664;6025,8;
17;08.06.2023;ЛЦ0010463;0;0;
17;08.06.2023;ЛЦ0011135;0;0;
17;08.06.2023;ЛЦ0011243;0;109,8;
17;08.06.2023;ЛЦ0010448;0;0;
17;08.06.2023;ЛУ0000006;0;0;
17;08.06.2023;ЛЦ0005388;156;7839;
17;08.06.2023;ЛЦ0011477;0;0;
17;08.06.2023;ЛЦ0011014;0;0;
17;08.06.2023;ЛЦ0011455;10;875;
17;08.06.2023;ЛЦ0009360;0;0;
17;08.06.2023;ЛЦ0009004;0;0;
17;08.06.2023;ЛЦ0011346;0;0;
17;08.06.2023;ЛЦ0006625;35;3367;
17;08.06.2023;ЛЦ0010449;0;0;
17;08.06.2023;ЛЦ0009155;0;0;
17;08.06.2023;ЛЦ0011381;150;8625;
17;08.06.2023;ЛУ0012010;0;0;
17;08.06.2023;ЛЦ0011136;0;0;
17;08.06.2023;ЛЦ0006626;0;0;
17;08.06.2023;ЛЦ0010625;0;0;
17;08.06.2023;ЛЦ0010787;0;0;
17;08.06.2023;ЛЦ0002292;0;0;
17;08.06.2023;ЛЦ0007401;50;3330;
17;08.06.2023;ЛЦ0011120;0;0;
17;08.06.2023;ЛЦ0004199;9802;334738,3;
17;08.06.2023;ЛЦ0011382;150;10250;
17;08.06.2023;ЛУ0000025;0;0;
17;08.06.2023;ЛУ0000044;70;2919,01;
17;08.06.2023;ЛЦ0003862;40;3530;
17;08.06.2023;ЛЦ0009247;0;0;
17;08.06.2023;ЛЦ0005445;0;0;
