ID дистрибьютора;Код клиента ERP;Дата;Код продукта дистрибьютора;Количество;Сумма отгрузки;Код ТА;Закупочная цена;Номер расходной накладной;
17;РВ0000022;08.06.2023;ЛЦ0009358;100;4800;000000097;0,1;УП000004785;
17;РВ0000022;08.06.2023;ЛЦ0009358;68;3264;000000097;0,1;УП000004785;
17;ЛУ0000108;06.07.2023;ЛЦ0009358;144;6730,56;000000087;0,1;УП000005592;
17;ЛЦ0002691;29.05.2023;ЛЦ0009358;1;48,42;000000087;0,1;УП000004482;
17;РВ0000015;31.05.2023;ЛЦ0009358;108;12,96;000000097;0,1;П0000007449;
17;ЛЦ0002533;13.06.2023;ЛЦ0009358;12;599,04;000000087;0,1;УП000004903;
17;ЛУ0000114;21.06.2023;ЛЦ0009358;12;1,44;000000087;0,1;П0000008424;
17;ЛУ0000595;11.07.2023;ЛЦ0009358;4;199,92;000000104;0,1;УП000005694;
17;РВ0000833;15.06.2023;ЛЦ0009358;132;5662,8;000000097;0,1;УП000004976;
17;ЛУ0000092;20.06.2023;ЛЦ0009358;240;11203,2;000000087;0,1;УП000005091;
17;ЛЦ0001995;01.06.2023;ЛЦ0009358;12;560,16;000000097;0,1;УП000004616;
17;РВ0000018;06.06.2023;ЛЦ0009358;194;23,28;000000097;0,1;П0000007748;
17;ЛЦ0003209;04.07.2023;ЛЦ0009358;6;281,88;000000097;0,1;УП000005497;
17;РВ0000015;12.07.2023;ЛЦ0009358;60;7,2;000000097;0,1;П0000009417;
17;ЛУ0000108;22.06.2023;ЛЦ0009358;84;3926,16;000000087;0,1;УП000005173;
17;ЛЦ0002691;01.06.2023;ЛЦ0009358;2;96,84;000000087;0,1;УП000004617;
17;РВ0000015;07.06.2023;ЛЦ0009358;96;11,52;000000097;0,1;П0000007774;
17;РВ0000222;13.06.2023;ЛЦ0009358;96;4619,52;000000097;0,1;УП000004909;
17;РВ0000015;14.06.2023;ЛЦ0009358;84;10,08;000000097;0,1;П0000008101;
17;РВ0000004;06.07.2023;ЛЦ0009358;120;5493,6;000000097;0,1;УП000005575;
17;ЛУ0000045;15.06.2023;ЛЦ0009358;96;4331,52;000000087;0,1;УП000004966;
17;ЛЦ0003300;07.07.2023;ЛЦ0009358;12;577,44;000000087;0,1;УП000005612;
17;РВ0000016;22.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008496;
17;РВ0000018;16.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008261;
17;РВ0000018;13.06.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000008053;
17;РВ0000319;08.06.2023;ЛЦ0009358;504;21077,28;000000097;0,1;УП000004796;
17;ЛЦ0000739;11.07.2023;ЛЦ0009358;36;1730,16;000000097;0,1;УП000005704;
17;РВ0000018;11.07.2023;ЛЦ0009358;12;1,44;000000097;0,1;УП000005709;
17;ЛУ0000045;22.06.2023;ЛЦ0009358;96;4331,52;000000087;0,1;УП000005160;
17;ЛЦ0003353;07.07.2023;ЛЦ0009358;480;19699,2;000000087;0,1;УП000005625;
17;РВ0000016;06.07.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000009157;
17;РВ0000018;31.05.2023;ЛЦ0009358;12;1,44;000000097;0,1;П0000007469;
17;ЛЦ0002464;11.07.2023;ЛЦ0009358;12;584,64;000000087;0,1;УП000005724;
17;ЛЦ0001993;13.06.2023;ЛЦ0009358;240;10987,2;000000097;0,1;УП000004870;
17;РВ0000029;22.06.2023;ЛЦ0009358;24;1137,6;000000097;0,1;УП000005158;
17;ЛЦ0003369;12.07.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000009413;
17;РВ0000018;28.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008746;
17;ЛЦ0000318;07.07.2023;ЛЦ0009358;72;3348;000000087;0,1;УП000005614;
17;РВ0000004;15.06.2023;ЛЦ0009358;120;5493,6;000000097;0,1;УП000004955;
17;РВ0000319;06.07.2023;ЛЦ0009358;456;19069,92;000000097;0,1;УП000005577;
17;РВ0000004;19.06.2023;ЛЦ0009358;240;10987,2;000000097;0,1;УП000005056;
17;ЛЦ0002068;16.06.2023;ЛЦ0009358;12;594;000000087;0,1;УП000005007;
17;ЛЦ0003360;09.06.2023;ЛЦ0009358;36;1693,44;000000087;0,1;УП000004818;
17;РВ0000018;22.06.2023;ЛЦ0009358;60;7,2;000000097;0,1;П0000008494;
17;РВ0000026;06.07.2023;ЛЦ0009358;360;16135,2;000000097;0,1;УП000005571;
17;ЛЦ0002068;02.06.2023;ЛЦ0009358;12;594;000000087;0,1;УП000004639;
17;ЛЦ0003156;06.06.2023;ЛЦ0009358;96;4798,08;000000087;0,1;УП000004724;
17;РВ0000004;19.06.2023;ЛЦ0009358;240;10987,2;000000097;0,1;УП000005055;
17;РВ0000018;31.05.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000007468;
17;РВ0000018;20.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008398;
17;РВ0000015;14.06.2023;ЛЦ0009358;84;10,08;000000097;0,1;П0000008100;
17;ЛУ0000097;15.06.2023;ЛЦ0009358;60;2574;000000087;0,1;УП000004977;
17;ЛЦ0003369;05.07.2023;ЛЦ0009358;24;2,88;000000097;0,1;П0000009082;
17;РВ0000016;08.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000007836;
17;ЛЦ0001786;06.06.2023;ЛЦ0009358;12;671,76;000000087;0,1;УП000004723;
17;ЛЦ0001786;04.07.2023;ЛЦ0009358;12;671,76;000000087;0,1;УП000005492;
17;ЛЦ0001020;15.06.2023;ЛЦ0009358;12;581,04;000000087;0,1;УП000004999;
17;РВ0000015;05.07.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000009085;
17;ЛУ0000567;02.06.2023;ЛЦ0009358;468;21481,2;000000087;0,1;УП000004644;
17;РВ0000015;12.07.2023;ЛЦ0009358;96;11,52;000000097;0,1;П0000009418;
17;ЛЦ0001993;11.07.2023;ЛЦ0009358;480;21974,4;000000097;0,1;УП000005671;
17;ЛЦ0003369;31.05.2023;ЛЦ0009358;24;2,88;000000097;0,1;П0000007466;
17;ЛЦ0000932;04.07.2023;ЛЦ0009358;24;1169,28;000000087;0,1;УП000005494;
17;РВ0000022;15.06.2023;ЛЦ0009358;156;7488;000000097;0,1;УП000004983;
17;ЛЦ0003369;21.06.2023;ЛЦ0009358;24;2,88;000000097;0,1;П0000008433;
17;ЛЦ0001993;22.06.2023;ЛЦ0009358;480;21974,4;000000097;0,1;УП000005172;
17;ЛЦ0002992;11.07.2023;ЛЦ0009358;6;281,88;000000087;0,1;УП000005699;
17;РВ0000099;11.07.2023;ЛЦ0009358;48;2304;000000097;0,1;УП000005695;
17;ЛЦ0002992;04.07.2023;ЛЦ0009358;12;563,76;000000087;0,1;УП000005528;
17;ЛУ0000114;11.07.2023;ЛЦ0009358;24;2,88;000000087;0,1;УП000005672;
17;РВ0000018;05.07.2023;ЛЦ0009358;7;0,84;000000097;0,1;П0000009096;
17;РВ0000018;06.07.2023;ЛЦ0009358;60;7,2;000000097;0,1;П0000009162;
17;ЛЦ0002823;21.06.2023;ЛЦ0009358;12;551,52;000000087;0,1;УП000005129;
17;РВ0000022;06.07.2023;ЛЦ0009358;144;6912;000000097;0,1;УП000005580;
17;ЛУ0000097;06.07.2023;ЛЦ0009358;36;1544,4;000000087;0,1;УП000005597;
17;ЛЦ0003209;20.06.2023;ЛЦ0009358;12;563,76;000000097;0,1;УП000005092;
17;РВ0000018;21.06.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000008441;
17;ЛЦ0003159;08.06.2023;ЛЦ0009358;12;563,76;000000087;0,1;УП000004800;
17;ЛЦ0003209;11.07.2023;ЛЦ0009358;6;281,88;000000097;0,1;УП000005692;
17;РВ0000018;07.06.2023;ЛЦ0009358;36;4,32;000000097;0,1;УП000004751;
17;ЛЦ0001993;29.06.2023;ЛЦ0009358;480;21974,4;000000097;0,1;УП000005355;
17;ЛЦ0002740;09.06.2023;ЛЦ0009358;12;578,16;000000087;0,1;УП000004815;
17;ЛЦ0002538;02.06.2023;ЛЦ0009358;24;1185,12;000000087;0,1;УП000004628;
17;ЛЦ0003159;10.07.2023;ЛЦ0009358;12;563,76;000000087;0,1;УП000005665;
17;РВ0000018;11.07.2023;ЛЦ0009358;36;4,32;000000097;0,1;П0000009370;
17;РВ0000026;22.06.2023;ЛЦ0009358;10;448,2;000000097;0,1;УП000005175;
17;РВ0000026;22.06.2023;ЛЦ0009358;350;15687;000000097;0,1;УП000005175;
17;ЛЦ0001994;15.06.2023;ЛЦ0009358;24;1108,8;000000097;0,1;УП000004993;
17;ЛУ0000567;09.06.2023;ЛЦ0009358;156;7160,4;000000087;0,1;УП000004805;
17;ЛЦ0002951;29.06.2023;ЛЦ0009358;12;585,36;000000087;0,1;УП000005356;
17;ЛЦ0002068;09.06.2023;ЛЦ0009358;24;1188;000000087;0,1;УП000004814;
17;ЛЦ0002691;04.07.2023;ЛЦ0009358;3;145,26;000000087;0,1;УП000005517;
17;ЛЦ0003156;13.06.2023;ЛЦ0009358;96;4798,08;000000087;0,1;УП000004906;
17;ЛЦ0003353;30.06.2023;ЛЦ0009358;480;19699,2;000000087;0,1;УП000005407;
17;РВ0000018;06.06.2023;ЛЦ0009358;382;45,84;000000097;0,1;П0000007748;
17;ЛУ0000114;07.06.2023;ЛЦ0009358;12;1,44;000000087;0,1;П0000007772;
17;РВ0000018;05.07.2023;ЛЦ0009358;29;3,48;000000097;0,1;П0000009096;
17;РВ0000018;28.06.2023;ЛЦ0009358;48;5,76;000000097;0,1;П0000008747;
17;ЛЦ0003370;02.06.2023;ЛЦ0010461;300;73494;000000097;220,8;П0000007607;
17;ЛЦ0002270;09.06.2023;ЛЦ0010461;14,1;3424,61;000000087;220,8;УП000004802;
17;ЛЦ0002270;02.06.2023;ЛЦ0010461;15;3643,2;000000087;220,8;УП000004623;
17;ЛУ0000021;08.06.2023;ЛЦ0010356;30;3900,6;000000087;110,4;П0000007842;
17;ЛУ0000109;31.05.2023;ЛЦ0010356;10;1214,4;000000087;110,4;П0000007520;
17;ЛЦ0001786;27.06.2023;ЛЦ0010460;20;170,4;000000087;4,8;УП000005289;
17;ЛУ0000413;15.06.2023;ЛЦ0010449;10;1090,2;000000087;90,9;П0000008175;
17;ЛЦ0003048;30.05.2023;ЛЦ0010682;5;396;000000087;61,02;УП000004524;
17;ЛУ0000147;04.07.2023;ЛЦ0010682;19;1545,84;000000087;61,02;УП000005501;
17;ЛЦ0002581;03.07.2023;ЛЦ0010682;200;14412;000000087;61,02;УП000005455;
17;РВ0000051;12.06.2023;ЛЦ0010682;50;3603;000000097;61,02;УП000004835;
17;ЛЦ0002755;14.06.2023;ЛЦ0010682;75;5404,5;000000097;61,02;УП000004931;
17;ЛЦ0002755;14.06.2023;ЛЦ0010682;75;5404,5;000000097;61,02;УП000004931;
17;РВ0000048;30.05.2023;ЛЦ0010682;200;14412;000000097;61,02;УП000004504;
17;РВ0000051;12.06.2023;ЛЦ0010682;200;14412;000000097;61,02;УП000004835;
17;РВ0000128;29.06.2023;ЛЦ0010682;5;396;000000097;61,02;П0000008791;
17;РВ0000048;11.07.2023;ЛЦ0010682;30;2161,8;000000097;61,02;УП000005666;
17;РВ0000051;10.07.2023;ЛЦ0010682;150;10809;000000097;61,02;УП000005646;
17;ЛЦ0002581;29.05.2023;ЛЦ0010682;200;14412;000000087;61,02;УП000004458;
17;ЛЦ0002167;13.06.2023;ЛЦ0010682;30;2406,6;000000087;61,02;УП000004916;
17;РВ0000048;11.07.2023;ЛЦ0010682;120;8647,2;000000097;61,02;УП000005666;
17;ЛЦ0002581;14.06.2023;ЛЦ0010682;250;18015;000000087;61,02;УП000004939;
17;ЛУ0000021;06.07.2023;ЛЦ0010682;5;414,9;000000087;61,02;П0000009106;
17;ЛУ0000013;05.07.2023;ЛЦ0010682;200;14412;000000087;61,02;УП000005538;
17;РВ0000050;13.06.2023;ЛЦ0010682;300;21618;000000097;61,02;УП000004911;
17;ЛУ0000013;26.06.2023;ЛЦ0010682;150;10809;000000087;61,02;УП000005230;
17;ЛУ0000147;11.07.2023;ЛЦ0010682;10;813,6;000000087;61,02;УП000005696;
17;ЛУ0000011;05.06.2023;ЛЦ0010682;25;1801,5;000000087;61,02;УП000004670;
17;РВ0000050;11.07.2023;ЛЦ0010682;300;21618;000000097;61,02;УП000005698;
17;ЛЦ0002167;30.05.2023;ЛЦ0010682;40;3208,8;000000087;61,02;УП000004530;
17;ЛУ0000011;22.06.2023;ЛЦ0010682;50;3603;000000087;61,02;УП000005182;
17;РВ0000050;28.06.2023;ЛЦ0010682;300;21618;000000097;61,02;УП000005335;
17;РВ0000051;03.07.2023;ЛЦ0010682;200;14412;000000097;61,02;УП000005453;
17;ЛУ0000147;27.06.2023;ЛЦ0010682;5;406,8;000000087;61,02;УП000005284;
17;ЛУ0000179;10.07.2023;ЛЦ0010682;25;1996,5;000000087;61,02;УП000005643;
17;РВ0000050;05.07.2023;ЛЦ0010682;300;21618;000000097;61,02;УП000005545;
17;ЛЦ0002755;05.06.2023;ЛЦ0010682;50;3603;000000097;61,02;УП000004668;
17;ЛЦ0002581;19.06.2023;ЛЦ0010682;200;14412;000000087;61,02;УП000005039;
17;ЛУ0000013;07.07.2023;ЛЦ0010682;100;7206;000000087;61,02;УП000005627;
17;ЛЦ0002581;06.07.2023;ЛЦ0010682;100;7206;000000087;61,02;УП000005554;
17;ЛУ0000179;14.06.2023;ЛЦ0010682;20;1597,2;000000087;61,02;УП000004930;
17;ЛЦ0002167;11.07.2023;ЛЦ0010682;30;2406,6;000000087;61,02;УП000005679;
17;ЛЦ0002167;04.07.2023;ЛЦ0010682;30;2406,6;000000087;61,02;УП000005523;
17;ЛЦ0003020;31.05.2023;ЛЦ0010682;5;396;000000097;61,02;П0000007461;
17;ЛЦ0002581;29.06.2023;ЛЦ0010682;184;13259,04;000000087;61,02;УП000005345;
17;ЛЦ0002581;29.06.2023;ЛЦ0010682;116;8358,96;000000087;61,02;УП000005345;
17;ЛУ0000021;29.06.2023;ЛЦ0010682;5;414,9;000000087;61,02;П0000008770;
17;РВ0000050;14.06.2023;ЛЦ0010682;200;14412;000000097;61,02;УП000004942;
17;ЛУ0000011;29.05.2023;ЛЦ0010682;50;3603;000000087;61,02;УП000004486;
17;ЛЦ0002167;11.07.2023;ЛЦ0010682;30;2406,6;000000087;61,02;УП000005703;
17;РВ0000051;28.06.2023;ЛЦ0010682;220;15853,2;000000097;61,02;УП000005323;
17;РВ0000128;06.07.2023;ЛЦ0010682;5;396;000000097;61,02;П0000009115;
17;ЛУ0000591;13.06.2023;ЛЦ0010682;5;406,8;000000087;61,02;УП000004881;
17;РВ0000051;31.05.2023;ЛЦ0010682;250;18015;000000097;61,02;УП000004559;
17;ЛЦ0003048;28.06.2023;ЛЦ0010682;10;792;000000087;61,02;УП000005326;
17;ЛУ0000317;30.05.2023;ЛЦ0010682;10;813,6;000000104;61,02;УП000004548;
17;ЛЦ0002755;05.07.2023;ЛЦ0010682;150;10809;000000097;61,02;УП000005550;
17;ЛУ0000013;08.06.2023;ЛЦ0010682;150;10809;000000087;61,02;УП000004754;
17;ЛУ0000011;03.07.2023;ЛЦ0010682;50;3603;000000087;61,02;УП000005462;
17;ЛУ0000021;22.06.2023;ЛЦ0010682;5;414,9;000000087;61,02;П0000008486;
17;ЛУ0000147;30.05.2023;ЛЦ0010682;15;1220,4;000000087;61,02;УП000004520;
17;ЛУ0000317;04.07.2023;ЛЦ0010682;10;813,6;000000087;61,02;УП000005533;
17;ЛУ0000817;13.06.2023;ЛЦ0010682;10;813,6;000000087;61,02;УП000004887;
17;ЛУ0000013;03.07.2023;ЛЦ0010682;150;10809;000000087;61,02;УП000005437;
17;РВ0000051;05.07.2023;ЛЦ0010682;105;7566,3;000000097;61,02;УП000005540;
17;РВ0000051;07.06.2023;ЛЦ0010682;170;12250,2;000000097;61,02;УП000004739;
17;РВ0000051;26.06.2023;ЛЦ0010682;200;14412;000000097;61,02;УП000005236;
17;ЛЦ0002581;12.06.2023;ЛЦ0010682;150;10809;000000087;61,02;УП000004832;
17;РВ0000051;05.07.2023;ЛЦ0010682;145;10448,7;000000097;61,02;УП000005540;
17;РВ0000051;13.06.2023;ЛЦ0010682;300;21618;000000097;61,02;УП000004901;
17;ЛУ0000317;11.07.2023;ЛЦ0010682;20;1627,2;000000087;61,02;УП000005715;
17;РВ0000051;29.05.2023;ЛЦ0010682;100;7206;000000097;61,02;УП000004465;
17;ЛЦ0002658;13.06.2023;ЛЦ0010682;5;390;000000087;61,02;УП000004908;
17;ЛЦ0002167;27.06.2023;ЛЦ0010682;30;2406,6;000000087;61,02;УП000005297;
17;ЛУ0000011;06.07.2023;ЛЦ0010682;75;5404,5;000000087;61,02;УП000005590;
17;ЛУ0000013;29.06.2023;ЛЦ0010682;150;10809;000000087;61,02;УП000005347;
17;ЛУ0000817;30.05.2023;ЛЦ0010682;10;813,6;000000087;61,02;УП000004506;
17;ЛУ0000013;19.06.2023;ЛЦ0010682;150;10809;000000087;61,02;УП000005033;
17;ЛУ0000179;29.05.2023;ЛЦ0010682;15;1197,9;000000087;61,02;УП000004463;
17;ЛЦ0003020;29.06.2023;ЛЦ0010682;5;396;000000097;61,02;П0000008795;
17;ЛУ0000013;22.06.2023;ЛЦ0010682;40;2882,4;000000087;61,02;УП000005154;
17;РВ0000050;13.06.2023;ЛЦ0010682;150;10809;000000097;61,02;УП000004867;
17;РВ0000128;01.06.2023;ЛЦ0010682;10;792;000000097;61,02;П0000007511;
17;ЛУ0000011;10.07.2023;ЛЦ0010682;100;7206;000000087;61,02;УП000005657;
17;РВ0000048;27.06.2023;ЛЦ0010682;250;18015;000000097;61,02;УП000005268;
17;РВ0000050;29.05.2023;ЛЦ0010682;305;21978,3;000000097;61,02;УП000004475;
17;ЛЦ0000870;16.06.2023;ЛЦ0010682;5;336;000000087;61,02;УП000005029;
17;ЛЦ0002167;13.06.2023;ЛЦ0010682;30;2406,6;000000087;61,02;УП000004888;
17;ЛЦ0002755;12.06.2023;ЛЦ0010682;35;2522,1;000000097;61,02;УП000004848;
17;ЛЦ0002755;12.06.2023;ЛЦ0010682;65;4683,9;000000097;61,02;УП000004848;
17;РВ0000050;29.05.2023;ЛЦ0010682;95;6845,7;000000097;61,02;УП000004475;
17;ЛУ0000179;26.06.2023;ЛЦ0010682;10;798,6;000000087;61,02;УП000005246;
17;ЛЦ0003020;20.06.2023;ЛЦ0010682;5;396;000000097;61,02;П0000008349;
17;РВ0000050;04.07.2023;ЛЦ0010682;49;3530,94;000000097;61,02;УП000005500;
17;РВ0000050;04.07.2023;ЛЦ0010682;151;10881,06;000000097;61,02;УП000005500;
17;ЛУ0000013;01.06.2023;ЛЦ0010682;150;10809;000000087;61,02;УП000004583;
17;РВ0000051;05.06.2023;ЛЦ0010682;55;3963,3;000000097;61,02;УП000004672;
17;РВ0000051;05.06.2023;ЛЦ0010682;45;3242,7;000000097;61,02;УП000004672;
17;РВ0000128;22.06.2023;ЛЦ0010682;5;396;000000097;61,02;П0000008487;
17;ЛЦ0000870;27.06.2023;ЛЦ0010682;10;672;000000087;61,02;УП000005311;
17;РВ0000051;14.06.2023;ЛЦ0010682;200;14412;000000097;61,02;УП000004933;
17;ЛУ0000817;11.07.2023;ЛЦ0010682;10;813,6;000000087;61,02;УП000005712;
17;ЛЦ0000870;19.06.2023;ЛЦ0010682;15;1134,9;000000087;61,02;УП000005036;
17;ЛУ0000817;06.06.2023;ЛЦ0010682;10;813,6;000000087;61,02;УП000004711;
17;ЛЦ0002167;06.06.2023;ЛЦ0010682;20;1604,4;000000087;61,02;УП000004716;
17;ЛЦ0000870;02.06.2023;ЛЦ0010682;50;3951;000000087;61,02;УП000004652;
17;ЛУ0000109;06.07.2023;ЛЦ0010682;15;1008;000000001;61,02;П0000009225;
17;ЛУ0000011;15.06.2023;ЛЦ0010682;50;3603;000000087;61,02;УП000004989;
17;РВ0000048;04.07.2023;ЛЦ0010682;200;14412;000000097;61,02;УП000005482;
17;ЛУ0000817;04.07.2023;ЛЦ0010682;10;813,6;000000087;61,02;УП000005505;
17;ЛЦ0002581;26.06.2023;ЛЦ0010682;250;18015;000000087;61,02;УП000005231;
17;ЛУ0000317;27.06.2023;ЛЦ0010682;5;406,8;000000087;61,02;УП000005298;
17;РВ0000128;15.06.2023;ЛЦ0010682;10;792;000000097;61,02;П0000008160;
17;ЛУ0000817;27.06.2023;ЛЦ0010682;10;813,6;000000087;61,02;УП000005285;
17;РВ0000048;06.06.2023;ЛЦ0010682;150;10809;000000097;61,02;УП000004692;
17;ЛУ0000317;13.06.2023;ЛЦ0010682;15;1220,4;000000087;61,02;УП000004894;
17;ЛЦ0000870;30.06.2023;ЛЦ0010682;60;4741,2;000000087;61,02;УП000005404;
17;ЛУ0000147;06.06.2023;ЛЦ0010682;5;406,8;000000087;61,02;УП000004705;
17;ЛУ0000021;01.06.2023;ЛЦ0010682;10;829,8;000000087;61,02;П0000007514;
17;ЛЦ0000870;27.06.2023;ЛЦ0010682;1;79,02;000000087;61,02;УП000005292;
17;ЛУ0000013;10.07.2023;ЛЦ0010682;300;21618;000000087;61,02;УП000005636;
17;ЛЦ0002581;10.07.2023;ЛЦ0010682;25;1801,5;000000087;61,02;УП000005644;
17;ЛЦ0002581;10.07.2023;ЛЦ0010682;225;16213,5;000000087;61,02;УП000005644;
17;ЛЦ0002581;08.06.2023;ЛЦ0010682;10;720,6;000000087;61,02;УП000004755;
17;ЛЦ0002581;08.06.2023;ЛЦ0010682;140;10088,4;000000087;61,02;УП000004755;
17;ЛУ0000013;14.06.2023;ЛЦ0010682;150;10809;000000087;61,02;УП000004946;
17;ЛЦ0000870;30.05.2023;ЛЦ0010682;10;672;000000087;61,02;УП000004498;
17;ЛУ0000011;01.06.2023;ЛЦ0010682;50;3603;000000087;61,02;УП000004601;
17;ЛУ0000011;29.06.2023;ЛЦ0010682;25;1801,5;000000087;61,02;УП000005383;
17;ЛЦ0002581;05.06.2023;ЛЦ0010682;200;14412;000000087;61,02;УП000004657;
17;ЛЦ0000574;04.07.2023;ЛЦ0010682;5;406,8;000000087;61,02;УП000005508;
17;ЛУ0000147;13.06.2023;ЛЦ0010682;15;1220,4;000000087;61,02;УП000004890;
17;ЛЦ0003020;11.07.2023;ЛЦ0010682;5;396;000000097;61,02;П0000009369;
17;РВ0000048;13.06.2023;ЛЦ0010682;100;7206;000000097;61,02;УП000004868;
17;ЛЦ0002167;04.07.2023;ЛЦ0010682;20;1604,4;000000087;61,02;УП000005513;
17;РВ0000050;31.05.2023;ЛЦ0010682;300;21618;000000097;61,02;УП000004582;
17;ЛУ0000011;08.06.2023;ЛЦ0010682;25;1801,5;000000087;61,02;УП000004760;
17;ЛЦ0000870;16.06.2023;ЛЦ0010682;50;3951;000000087;61,02;УП000005026;
17;ЛУ0000011;12.06.2023;ЛЦ0010682;50;3603;000000087;61,02;УП000004852;
17;РВ0000051;19.06.2023;ЛЦ0010682;150;10809;000000097;61,02;УП000005042;
17;ЛУ0000011;26.06.2023;ЛЦ0010682;50;3603;000000087;61,02;УП000005255;
17;ЛЦ0002167;06.06.2023;ЛЦ0010682;10;802,2;000000087;61,02;УП000004715;
17;ЛУ0000013;12.06.2023;ЛЦ0010682;150;10809;000000087;61,02;УП000004829;
17;РВ0000050;07.06.2023;ЛЦ0010682;200;14412;000000097;61,02;УП000004741;
17;РВ0000050;07.06.2023;ЛЦ0010967;50;3687;000000097;59,82;УП000004741;
17;ЛУ0000109;05.07.2023;ЛЦ0010967;10;769,8;000000001;59,82;П0000009146;
17;ЛЦ0002270;10.07.2023;ЛЦ0010967;300;19746;000000087;59,82;УП000005639;
17;ЛЦ0002270;23.06.2023;ЛЦ0010967;80;5265,6;000000087;59,82;П0000008566;
17;ЛУ0000011;03.07.2023;ЛЦ0010967;44;3244,56;000000087;59,82;УП000005464;
17;ЛУ0000011;03.07.2023;ЛЦ0010967;6;442,44;000000087;59,82;УП000005464;
17;ЛУ0000013;06.06.2023;ЛЦ0010967;50;3687;000000087;59,82;УП000004687;
17;ЛЦ0002270;16.06.2023;ЛЦ0010967;30;1974,6;000000087;59,82;П0000008264;
17;ЛЦ0002942;30.06.2023;ЛЦ0010967;4;319,92;000000087;59,82;УП000005423;
17;РВ0000048;13.06.2023;ЛЦ0010967;50;3687;000000097;59,82;УП000004868;
17;РВ0000048;04.07.2023;ЛЦ0010967;50;3687;000000097;59,82;УП000005488;
17;ЛУ0000013;12.06.2023;ЛЦ0010967;100;7374;000000087;59,82;УП000004830;
17;РВ0000050;05.07.2023;ЛЦ0010967;200;14748;000000097;59,82;УП000005546;
17;ЛУ0000013;26.06.2023;ЛЦ0010967;200;14748;000000087;59,82;УП000005230;
17;ЛУ0000109;06.07.2023;ЛЦ0010967;10;658,2;000000001;59,82;П0000009225;
17;ЛЦ0002581;14.06.2023;ЛЦ0010967;50;3687;000000087;59,82;УП000004939;
17;ЛЦ0002270;15.06.2023;ЛЦ0010967;150;9873;000000087;59,82;УП000004952;
17;ЛУ0000109;05.06.2023;ЛЦ0010967;5;399,9;000000087;59,82;П0000007737;
17;ЛЦ0002942;12.06.2023;ЛЦ0010967;4;319,92;000000087;59,82;УП000004845;
17;ЛЦ0002270;02.06.2023;ЛЦ0010967;50;3291;000000087;59,82;УП000004623;
17;ЛУ0000109;11.07.2023;ЛЦ0010967;5;399,9;000000087;59,82;П0000009419;
17;ЛЦ0002581;19.06.2023;ЛЦ0010967;50;3687;000000087;59,82;УП000005039;
17;ЛЦ0002306;16.06.2023;ЛЦ0010967;1;65,79;000000104;59,82;УП000005031;
17;ЛЦ0000870;09.06.2023;ЛЦ0010967;5;330;000000087;59,82;УП000004804;
17;ЛЦ0002581;03.07.2023;ЛЦ0010967;50;3687;000000087;59,82;УП000005457;
17;РВ0000050;14.06.2023;ЛЦ0010967;50;3687;000000097;59,82;УП000004943;
17;ЛУ0000013;04.07.2023;ЛЦ0010967;200;14748;000000087;59,82;УП000005485;
17;ЛЦ0002755;03.07.2023;ЛЦ0010967;500;36870;000000097;59,82;УП000005478;
17;ЛЦ0002270;03.07.2023;ЛЦ0010967;100;6582;000000087;59,82;УП000005440;
17;ЛЦ0002270;23.06.2023;ЛЦ0010967;150;9873;000000087;59,82;УП000005201;
17;ЛЦ0002942;07.07.2023;ЛЦ0010967;5;399,9;000000087;59,82;УП000005634;
17;ЛЦ0002270;02.06.2023;ЛЦ0010981;720;5227,2;000000087;0,1;УП000004623;
17;ЛЦ0003361;01.06.2023;ЛЦ0011243;48;2208,96;000000087;40,98;П0000007527;
17;ЛЦ0003234;30.05.2023;ЛЦ0011243;420;19756,8;000000087;40,98;П0000007404;
17;ЛЦ0003339;29.05.2023;ЛЦ0011243;360;16545,6;000000087;40,98;П0000007324;
17;ЛЦ0003373;30.05.2023;ЛЦ0011243;15;704,7;000000097;40,98;УП000004525;
17;ЛЦ0003303;02.06.2023;ЛЦ0011243;7;354,06;000000087;40,98;П0000007613;
17;ЛЦ0000932;30.05.2023;ЛЦ0011243;24;1169,28;000000087;40,98;УП000004509;
17;РВ0000099;30.05.2023;ЛЦ0011243;60;2880;000000106;40,98;УП000004541;
17;ЛУ0000147;30.05.2023;ЛЦ0011243;6;423;000000087;40,98;УП000004520;
17;ЛУ0000073;30.05.2023;ЛЦ0011243;324;15124,32;000000087;40,98;П0000007431;
17;ЛЦ0002284;31.05.2023;ЛЦ0011243;12;588,24;000000087;40,98;УП000004580;
17;ЛЦ0001020;29.05.2023;ЛЦ0011243;24;1162,08;000000087;40,98;УП000004490;
17;ЛЦ0000228;30.05.2023;ЛЦ0011243;24;1090,08;000000087;40,98;УП000004518;
